epoch,train_loss,train_acc,test_loss,test_acc
1,1.4706535868644715,0.7424565217391303,0.8540720425803086,0.771551724137931
2,0.5731864697933197,0.85675,0.7727850870839481,0.7582614942528735
3,0.4531756373643875,0.8776086956521739,0.7898651340912128,0.7191091954022989
4,0.32035360741615293,0.912804347826087,0.30776464733584175,0.9044540229885057
5,0.32235112953186035,0.9049565217391303,0.4013007242104103,0.8785919540229885
6,0.26060830837488175,0.9269021739130435,0.3503867069195057,0.8739224137931034
7,0.2339415083527565,0.9334021739130435,0.2523840694078084,0.908764367816092
8,0.22586798816919326,0.9337065217391304,0.4773437349960722,0.8394396551724138
9,0.19538133209943773,0.9451521739130435,0.31529835123440314,0.9022988505747127
10,0.2076464296579361,0.9425,0.30149514716247033,0.8943965517241379
11,0.20365520709753038,0.9404565217391304,0.2395374389558003,0.9216954022988506
12,0.18124092143774032,0.9467065217391304,0.32877079423131617,0.8890086206896551
13,0.18700700214505195,0.9495543478260869,0.29515481509011365,0.9005028735632183
14,0.17974485874176024,0.9519021739130435,0.2503526945566309,0.9137931034482759
15,0.17770646089315414,0.9485,0.35192256035475894,0.8836206896551724
16,0.1709267891049385,0.9521521739130435,0.30959052720974234,0.8976293103448276
17,0.17512521594762803,0.9491521739130435,0.26760526309753285,0.9213362068965517
18,0.1471075086891651,0.96075,0.2867332799681302,0.9030172413793104
19,0.15846248719096184,0.955,0.2630361179853308,0.9109195402298851
20,0.15147411942481995,0.963,0.21155729453111516,0.923132183908046
21,0.12321890729665756,0.9709021739130435,0.2101778737429915,0.9328304597701149
22,0.11436147248744964,0.9735,0.19427492058482662,0.9310344827586207
23,0.11676735618710518,0.967,0.20844559076017347,0.9324712643678161
24,0.10141918191313744,0.9765,0.24157499393512463,0.9137931034482759
25,0.10662376829981804,0.9719021739130435,0.2279645180136993,0.92816091954023
26,0.10621315687894821,0.97475,0.22566701548880544,0.925287356321839
27,0.09422013849020004,0.979,0.26968563733429746,0.925287356321839
28,0.10879897782206535,0.97225,0.25249133593049544,0.920617816091954
29,0.11443687441945076,0.97125,0.21392784909955387,0.9342672413793104
30,0.10487597399950027,0.9759021739130435,0.22471826189550861,0.9299568965517241
31,0.11293898716568947,0.970804347826087,0.20765443724291077,0.9375
32,0.10559735372662545,0.9776521739130435,0.21241623176069097,0.9353448275862069
33,0.1065807386636734,0.9749021739130435,0.2280949528875022,0.9288793103448276
34,0.09625046458840371,0.9765,0.24975759381877966,0.92816091954023
35,0.1145096704363823,0.9691521739130435,0.28199222683906555,0.9073275862068966
36,0.10855092996358871,0.9756521739130435,0.22726563312884035,0.9249281609195402
37,0.10667537194490433,0.973054347826087,0.23000678471450148,0.9270833333333334
38,0.09203268897533416,0.9791521739130435,0.26043739889202444,0.9198994252873562
39,0.09618056604266166,0.9789021739130435,0.23109852175774245,0.9242097701149425
40,0.10147283217310905,0.9746521739130435,0.2741051935430231,0.9148706896551724
41,0.08545065131783486,0.98125,0.20242856186011743,0.9396551724137931
42,0.08666680842638015,0.9831521739130435,0.2583654250564246,0.9163074712643678
43,0.07625912103056907,0.985,0.23231538051161274,0.9260057471264368
44,0.075258892506361,0.9855,0.2598470489269701,0.9249281609195402
45,0.07511913859844208,0.9851521739130435,0.2146463784678229,0.9375
46,0.07302351644635201,0.98725,0.18153206618695422,0.9461206896551724
47,0.07146811065077782,0.9875,0.22638305957461224,0.9353448275862069
48,0.07887823426723481,0.9836521739130435,0.2639248359563022,0.9224137931034483
49,0.07726102110743523,0.9825,0.21018238005966977,0.9375
50,0.07296130806207657,0.9859021739130435,0.2143920536698966,0.9342672413793104
