epoch,loss,loss_contrastive_divergence,loss_regularization,lr-Adam,metrics_avg_fake,metrics_avg_real,step,val_contrastive_divergence,val_fake_out,val_real_out
1,-4.997001647949219,-10.091811180114746,5.094809532165527,,-5.1491899490356445,4.942621231079102,1199,,,
1,-4.996482849121094,-10.017190933227539,5.020708084106445,,-5.135390758514404,4.881800651550293,1249,,,
1,-4.996784210205078,-10.02346420288086,5.026679992675781,,-5.131985187530518,4.891478538513184,1299,,,
1,-4.996110916137695,-10.099254608154297,5.103143692016602,,-5.167300701141357,4.931954383850098,1349,,,
1,-4.996693134307861,-10.154876708984375,5.158183574676514,,-4.980759620666504,5.174117088317871,1399,,,
1,-4.997885704040527,-9.891279220581055,4.893393516540527,,-4.866410732269287,5.024868965148926,1449,,,
1,-4.997995376586914,-9.909616470336914,4.91162109375,,-4.885889053344727,5.023726940155029,1499,,,
1,-4.998240947723389,-10.004011154174805,5.005770206451416,,-4.915476322174072,5.088534355163574,1549,,,
1,-4.998952388763428,-9.919713020324707,4.920760631561279,,-4.905337333679199,5.014375686645508,1599,,,
1,-4.998971939086914,-9.975078582763672,4.976106643676758,,-4.9265241622924805,5.048554420471191,1649,,,
1,-4.999001979827881,-9.963329315185547,4.964327335357666,,-4.935556888580322,5.027771949768066,1699,,,
1,-4.9993462562561035,-9.991580963134766,4.992234706878662,,-4.946691989898682,5.044889450073242,1749,,,
1,,,,,,,1761,46.95498275756836,2.50500226020813,-44.449989318847656
,,,,9.409e-05,,,1762,,,
2,-4.999542713165283,-9.990201950073242,4.990659236907959,,-4.961690425872803,5.028511047363281,1799,,,
2,-4.999696254730225,-9.989605903625488,4.989909648895264,,-4.968793869018555,5.020812034606934,1849,,,
2,-4.999641418457031,-9.987686157226562,4.988044738769531,,-4.973948955535889,5.013737678527832,1899,,,
2,-4.999560356140137,-9.995414733886719,4.995854377746582,,-4.973864555358887,5.021549701690674,1949,,,
2,-4.9995198249816895,-10.012210845947266,5.012691020965576,,-4.973294734954834,5.038915634155273,1999,,,
2,-4.999721050262451,-9.994721412658691,4.99500036239624,,-4.9707183837890625,5.024003028869629,2049,,,
2,-4.999561309814453,-9.981698989868164,4.982137680053711,,-4.966073989868164,5.015625476837158,2099,,,
2,-4.999725341796875,-9.990608215332031,4.990882873535156,,-4.972573280334473,5.018034934997559,2149,,,
2,-4.999439239501953,-9.979595184326172,4.980155944824219,,-4.963586330413818,5.016008377075195,2199,,,
2,-4.99971342086792,-9.985757827758789,4.986044406890869,,-4.971346855163574,5.014410495758057,2249,,,
2,-4.999792575836182,-9.991788864135742,4.9919962882995605,,-4.974532604217529,5.017256259918213,2299,,,
2,-4.999786376953125,-9.98709487915039,4.987308502197266,,-4.972568035125732,5.014527320861816,2349,,,
2,-4.999808311462402,-9.99911880493164,4.999310493469238,,-4.978104591369629,5.02101469039917,2399,,,
2,-4.999730110168457,-9.99717903137207,4.997448921203613,,-4.976522445678711,5.020656585693359,2449,,,
2,-4.9997639656066895,-9.982118606567383,4.982354640960693,,-4.970701694488525,5.011416435241699,2499,,,
2,-4.999364852905273,-9.94205093383789,4.942686080932617,,-4.99194860458374,4.95010232925415,2549,,,
2,-4.999669075012207,-10.023670196533203,5.024001121520996,,-5.045220851898193,4.978448867797852,2599,,,
2,,,,,,,2642,30.832849502563477,2.6343584060668945,-28.19849395751953
,,,,9.12673e-05,,,2643,,,
3,-4.999470233917236,-10.039007186889648,5.039536952972412,,-5.061052322387695,4.977954387664795,2649,,,
3,-4.999197959899902,-9.99388313293457,4.994685173034668,,-5.055942058563232,4.93794059753418,2699,,,
3,-4.999140739440918,-10.02530288696289,5.026162147521973,,-5.072751998901367,4.952550888061523,2749,,,
3,-4.9989824295043945,-10.01463508605957,5.015652656555176,,-5.0742998123168945,4.940334796905518,2799,,,
3,-4.998732089996338,-10.01163101196289,5.012898921966553,,-5.082421779632568,4.9292097091674805,2849,,,
3,-4.998600006103516,-10.02660083770752,5.028000831604004,,-5.091647624969482,4.934953212738037,2899,,,
3,-4.99837064743042,-10.052436828613281,5.054066181182861,,-5.107562065124512,4.944875240325928,2949,,,
3,-4.998093128204346,-10.088027954101562,5.089934825897217,,-5.123133659362793,4.964894771575928,2999,,,
3,-4.997952938079834,-10.037433624267578,5.039480686187744,,-5.115763187408447,4.921670913696289,3049,,,
3,-4.997983455657959,-10.098967552185059,5.1009840965271,,-5.133890628814697,4.965076923370361,3099,,,
3,-4.997979640960693,-10.110443115234375,5.112463474273682,,-5.135422229766846,4.975020408630371,3149,,,
3,-4.997530937194824,-10.032675743103027,5.035144805908203,,-5.124680995941162,4.907994747161865,3199,,,
3,-4.997669696807861,-10.0916748046875,5.094005107879639,,-5.140931129455566,4.950743675231934,3249,,,
3,-4.997733116149902,-10.099992752075195,5.102259635925293,,-5.141737461090088,4.958254814147949,3299,,,
3,-4.997302532196045,-10.018704414367676,5.021401882171631,,-5.123095989227295,4.895608425140381,3349,,,
3,-4.997760772705078,-10.117144584655762,5.119383811950684,,-5.14471435546875,4.972430229187012,3399,,,
3,-4.997657775878906,-10.055130958557129,5.057473182678223,,-5.130621433258057,4.924509525299072,3449,,,
3,-4.997604846954346,-10.044658660888672,5.047053813934326,,-5.127937316894531,4.916720867156982,3499,,,
3,,,,,,,3523,19.804365158081055,2.7001819610595703,-17.10417938232422
,,,,8.8529281e-05,,,3524,,,
4,-4.997496128082275,-10.034286499023438,5.036790370941162,,-5.124077320098877,4.910209655761719,3549,,,
4,-4.997507572174072,-10.020411491394043,5.022903919219971,,-5.1194610595703125,4.9009504318237305,3599,,,
4,-4.997734546661377,-10.045066833496094,5.047332286834717,,-5.125071048736572,4.919995307922363,3649,,,
4,-4.997527122497559,-10.087099075317383,5.089571952819824,,-5.133694171905518,4.953404903411865,3699,,,
4,-4.997707366943359,-10.015816688537598,5.018109321594238,,-5.113086223602295,4.902730464935303,3749,,,
4,-4.997670650482178,-10.015151977539062,5.017481327056885,,-5.113683223724365,4.901468276977539,3799,,,
4,-4.997854709625244,-10.066078186035156,5.068223476409912,,-5.130084991455078,4.935993194580078,3849,,,
4,-4.997897148132324,-9.99329662322998,4.995399475097656,,-5.097665309906006,4.895631313323975,3899,,,
4,-4.9981303215026855,-10.115697860717773,5.117567539215088,,-5.132988929748535,4.982708930969238,3949,,,
4,-4.997489929199219,-9.957340240478516,4.959850311279297,,-5.087498188018799,4.869842529296875,3999,,,
4,-4.998000621795654,-10.01463508605957,5.016634464263916,,-5.105859756469727,4.908775806427002,4049,,,
4,-4.998214244842529,-10.14283561706543,5.1446213722229,,-5.131224155426025,5.011610984802246,4099,,,
4,-4.997488975524902,-10.195796966552734,5.198307991027832,,-5.048672199249268,5.147124290466309,4149,,,
4,-4.998592853546143,-9.936559677124023,4.937966823577881,,-4.892232418060303,5.044327259063721,4199,,,
4,-4.998698711395264,-9.938451766967773,4.93975305557251,,-4.904250621795654,5.034201622009277,4249,,,
4,-4.998964309692383,-9.949459075927734,4.950494766235352,,-4.913029193878174,5.036429405212402,4299,,,
4,-4.999119758605957,-9.9898681640625,4.990748405456543,,-4.930353164672852,5.05951452255249,4349,,,
4,-4.999267101287842,-9.972412109375,4.973145008087158,,-4.929147243499756,5.043264389038086,4399,,,
4,,,,,,,4404,14.933296203613281,2.7167391777038574,-12.21655559539795
,,,,8.587340257e-05,,,4405,,,
5,-4.999444484710693,-9.96123218536377,4.961787700653076,,-4.933624744415283,5.027607440948486,4449,,,
5,-4.999494552612305,-9.986713409423828,4.987218856811523,,-4.9452972412109375,5.041416168212891,4499,,,
5,-4.999517440795898,-9.959235191345215,4.959717750549316,,-4.943112850189209,5.016122341156006,4549,,,
5,-4.999675750732422,-9.975902557373047,4.976226806640625,,-4.951669216156006,5.024233341217041,4599,,,
5,-4.999736309051514,-9.979365348815918,4.979629039764404,,-4.957170486450195,5.022194862365723,4649,,,
5,-4.9997639656066895,-9.988910675048828,4.989146709442139,,-4.96913480758667,5.019776344299316,4699,,,
5,-4.999780178070068,-10.00088119506836,5.001101016998291,,-4.975384712219238,5.025496006011963,4749,,,
5,-4.9998650550842285,-9.995315551757812,4.995450496673584,,-4.9744553565979,5.020859718322754,4799,,,
5,-4.999887466430664,-9.97901439666748,4.979126930236816,,-4.971482753753662,5.007531642913818,4849,,,
5,-4.999757289886475,-10.000529289245605,5.000771999359131,,-4.975498199462891,5.025031089782715,4899,,,
5,-4.999886989593506,-9.98416519165039,4.984278202056885,,-4.972678184509277,5.011487007141113,4949,,,
5,-4.999831676483154,-9.99958610534668,4.999754428863525,,-4.973334312438965,5.026251316070557,4999,,,
5,-4.999863147735596,-9.989348411560059,4.989485263824463,,-4.973654270172119,5.0156941413879395,5049,,,
5,-4.999805450439453,-9.982037544250488,4.982232093811035,,-4.969113349914551,5.0129241943359375,5099,,,
5,-4.999863147735596,-9.988707542419434,4.988844394683838,,-4.973179340362549,5.015528202056885,5149,,,
5,-4.999885559082031,-9.984977722167969,4.9850921630859375,,-4.972273826599121,5.012703895568848,5199,,,
5,-4.999870777130127,-9.9794921875,4.979621410369873,,-4.972273349761963,5.007219314575195,5249,,,
5,,,,,,,5285,13.722983360290527,2.7406342029571533,-10.98234748840332
,,,,8.329720049289999e-05,,,5286,,,
6,-4.999705791473389,-10.012463569641113,5.012757778167725,,-4.970050811767578,5.042412757873535,5299,,,
6,-4.999793529510498,-9.961241722106934,4.9614481925964355,,-4.962534427642822,4.998707294464111,5349,,,
6,-4.999866962432861,-9.973865509033203,4.973998546600342,,-4.9690937995910645,5.0047712326049805,5399,,,
6,-4.999866485595703,-9.987861633300781,4.987995147705078,,-4.971495151519775,5.016366958618164,5449,,,
6,-4.999880790710449,-9.977137565612793,4.977256774902344,,-4.971432685852051,5.005704879760742,5499,,,
6,-4.999755382537842,-9.950928688049316,4.951173305511475,,-4.995194435119629,4.9557342529296875,5549,,,
6,-4.999715328216553,-9.95236587524414,4.952650547027588,,-4.94924783706665,5.003118515014648,5599,,,
6,-4.999761581420898,-9.97309684753418,4.973335266113281,,-4.961714267730713,5.011382102966309,5649,,,
6,-4.9997334480285645,-9.981439590454102,4.981706142425537,,-4.969280242919922,5.01215934753418,5699,,,
6,-4.9998626708984375,-9.986747741699219,4.986885070800781,,-4.972167015075684,5.014580726623535,5749,,,
6,-4.999865531921387,-9.986139297485352,4.986273765563965,,-4.973124027252197,5.0130157470703125,5799,,,
6,-4.999822616577148,-9.997007369995117,4.997184753417969,,-4.972534656524658,5.024473190307617,5849,,,
6,-4.999866485595703,-9.99129867553711,4.991432189941406,,-4.9743194580078125,5.016979217529297,5899,,,
6,-4.999880790710449,-9.988157272338867,4.988276481628418,,-4.973758697509766,5.01439905166626,5949,,,
6,-4.999876499176025,-9.993892669677734,4.994016170501709,,-4.974084377288818,5.019808292388916,5999,,,
6,-4.999743938446045,-9.988381385803223,4.988637447357178,,-4.968283653259277,5.020097732543945,6049,,,
6,-4.999860763549805,-9.985483169555664,4.985622406005859,,-4.971277236938477,5.0142059326171875,6099,,,
6,-4.999837875366211,-9.992140769958496,4.992302894592285,,-4.974143028259277,5.017997741699219,6149,,,
6,,,,,,,6166,8.696703910827637,2.7714030742645264,-5.925299644470215
,,,,8.079828447811299e-05,,,6167,,,
7,-4.9998698234558105,-9.978452682495117,4.978582859039307,,-4.970279693603516,5.008172988891602,6199,,,
7,-4.999801158905029,-9.989191055297852,4.989389896392822,,-4.973623752593994,5.015566825866699,6249,,,
7,-4.999813079833984,-9.991371154785156,4.991558074951172,,-4.9687604904174805,5.022610664367676,6299,,,
7,-4.999869346618652,-9.975198745727539,4.975329399108887,,-4.969531536102295,5.005667209625244,6349,,,
7,-4.9998674392700195,-9.997894287109375,4.9980268478393555,,-4.975409507751465,5.02248477935791,6399,,,
7,-4.999855995178223,-9.987388610839844,4.987532615661621,,-4.970254421234131,5.017133712768555,6449,,,
7,-4.999877452850342,-9.975920677185059,4.976043224334717,,-4.969998836517334,5.005921840667725,6499,,,
7,-4.999846935272217,-10.022784233093262,5.022937297821045,,-4.988997936248779,5.033786296844482,6549,,,
7,-4.999876022338867,-9.976985931396484,4.977109909057617,,-4.969593524932861,5.007391929626465,6599,,,
7,-4.999888896942139,-9.986258506774902,4.986369609832764,,-4.972138404846191,5.014120101928711,6649,,,
7,-4.999881744384766,-9.988723754882812,4.988842010498047,,-4.972315311431885,5.0164079666137695,6699,,,
7,-4.999884128570557,-9.97657585144043,4.976691722869873,,-4.970208168029785,5.0063676834106445,6749,,,
7,-4.999858379364014,-9.99797534942627,4.998116970062256,,-4.973747253417969,5.024228096008301,6799,,,
7,-4.999874591827393,-9.983226776123047,4.983352184295654,,-4.971992492675781,5.011233806610107,6849,,,
7,-4.99984884262085,-9.989950180053711,4.990101337432861,,-4.973291873931885,5.016657829284668,6899,,,
7,-4.999855041503906,-10.012870788574219,5.0130157470703125,,-4.982748508453369,5.030122756958008,6949,,,
7,-4.999884128570557,-9.962808609008789,4.962924480438232,,-4.971076488494873,4.991731643676758,6999,,,
7,,,,,,,7047,7.959059715270996,2.7770402431488037,-5.182017803192139
,,,,7.83743359437696e-05,,,7048,,,
8,-4.999875068664551,-10.003430366516113,5.0035552978515625,,-4.979858875274658,5.023571491241455,7049,,,
8,-4.9998369216918945,-9.988597869873047,4.988760948181152,,-4.968610763549805,5.019987106323242,7099,,,
8,-4.999876499176025,-9.981075286865234,4.981198787689209,,-4.969018936157227,5.01205587387085,7149,,,
8,-4.999859809875488,-9.995287895202637,4.995428085327148,,-4.973017692565918,5.022270202636719,7199,,,
8,-4.999874591827393,-10.002760887145996,5.0028862953186035,,-4.978608131408691,5.024152755737305,7249,,,
8,-4.999841690063477,-9.991167068481445,4.991325378417969,,-4.97068977355957,5.020476818084717,7299,,,
8,-4.999876022338867,-9.984235763549805,4.9843597412109375,,-4.9719390869140625,5.012296676635742,7349,,,
8,-4.999866008758545,-9.9988374710083,4.998971462249756,,-4.9747161865234375,5.024121284484863,7399,,,
8,-4.999884605407715,-9.984657287597656,4.984772682189941,,-4.972386837005615,5.012269973754883,7449,,,
8,-4.999888896942139,-9.981269836425781,4.981380939483643,,-4.971018314361572,5.010251045227051,7499,,,
8,-4.999825954437256,-10.009929656982422,5.010103702545166,,-4.980875492095947,5.029054641723633,7549,,,
8,-4.999894618988037,-9.975196838378906,4.975302219390869,,-4.969585418701172,5.005611419677734,7599,,,
8,-4.9998908042907715,-9.978941917419434,4.979051113128662,,-4.970318794250488,5.008623123168945,7649,,,
8,-4.9998273849487305,-9.997385025024414,4.997557640075684,,-4.970941543579102,5.026443958282471,7699,,,
8,-4.999863147735596,-9.977346420288086,4.97748327255249,,-4.970768451690674,5.006577491760254,7749,,,
8,-4.999844074249268,-9.988115310668945,4.988271236419678,,-4.96892786026001,5.0191874504089355,7799,,,
8,-4.999848365783691,-9.987443923950195,4.987595558166504,,-4.9718546867370605,5.015589237213135,7849,,,
8,-4.999884128570557,-9.988252639770508,4.988368511199951,,-4.972182750701904,5.016069412231445,7899,,,
8,,,,,,,7928,4.550151824951172,2.799922227859497,-1.7502301931381226
,,,,7.60231058654565e-05,,,7929,,,
9,-4.999492168426514,-9.955099105834961,4.955606937408447,,-4.97163724899292,4.983461380004883,7949,,,
9,-4.999722957611084,-9.942032814025879,4.942309856414795,,-4.987840175628662,4.954192638397217,7999,,,
9,-4.999770641326904,-9.973356246948242,4.973585605621338,,-4.957485675811768,5.015870571136475,8049,,,
9,-4.999648094177246,-9.979833602905273,4.980185508728027,,-4.963868141174316,5.015965938568115,8099,,,
9,-4.999869346618652,-9.987988471984863,4.988119125366211,,-4.970029830932617,5.017958641052246,8149,,,
9,-4.9998779296875,-9.983440399169922,4.983562469482422,,-4.9694647789001465,5.013975143432617,8199,,,
9,-4.999866962432861,-9.984542846679688,4.984675884246826,,-4.971283435821533,5.0132598876953125,8249,,,
9,-4.999873161315918,-9.984167098999023,4.9842939376831055,,-4.970837116241455,5.01332950592041,8299,,,
9,-4.999880313873291,-9.992668151855469,4.992787837982178,,-4.973341464996338,5.019327163696289,8349,,,
9,-4.9997429847717285,-9.978534698486328,4.9787917137146,,-4.969692230224609,5.008842468261719,8399,,,
9,-4.999859809875488,-9.997793197631836,4.997933387756348,,-4.973423480987549,5.024369239807129,8449,,,
9,-4.999878406524658,-9.990983009338379,4.991104602813721,,-4.9730377197265625,5.017945289611816,8499,,,
9,-4.999876976013184,-9.980857849121094,4.98098087310791,,-4.969734191894531,5.011124134063721,8549,,,
9,-4.9998459815979,-9.99570369720459,4.9958577156066895,,-4.971718788146973,5.023984909057617,8599,,,
9,-4.999871253967285,-9.982898712158203,4.983027458190918,,-4.969113349914551,5.013784885406494,8649,,,
9,-4.9998650550842285,-9.990739822387695,4.990874767303467,,-4.971293926239014,5.019445896148682,8699,,,
9,-4.999875068664551,-9.991098403930664,4.991223335266113,,-4.97222375869751,5.018874168395996,8749,,,
9,-4.999855995178223,-9.99344539642334,4.993589401245117,,-4.97208309173584,5.0213623046875,8799,,,
9,,,,,,,8809,4.6541666984558105,2.8074307441711426,-1.846735954284668
,,,,7.37424126894928e-05,,,8810,,,
10,-4.9998650550842285,-9.98658561706543,4.986720561981201,,-4.969048023223877,5.0175371170043945,8849,,,
10,-4.999866008758545,-9.980846405029297,4.980980396270752,,-4.967430114746094,5.013416767120361,8899,,,
10,-4.999887943267822,-9.980485916137695,4.980597972869873,,-4.969718933105469,5.010766983032227,8949,,,
10,-4.999851226806641,-9.997075080871582,4.997223854064941,,-4.971941947937012,5.02513313293457,8999,,,
10,-4.999887943267822,-9.979513168334961,4.979625225067139,,-4.970203876495361,5.009309768676758,9049,,,
10,-4.999884128570557,-9.97940444946289,4.979520320892334,,-4.969030857086182,5.010373592376709,9099,,,
10,-4.999812602996826,-10.002199172973633,5.002386569976807,,-4.972914218902588,5.029285430908203,9149,,,
10,-4.9998779296875,-9.977620124816895,4.9777421951293945,,-4.969169616699219,5.008450508117676,9199,,,
