epoch,train_loss,train_acc,test_loss,test_acc
1,1.3689201743292965,0.5269736842105263,0.6470515277650621,0.7912126068376069
2,0.39874539361580424,0.8747076023391813,0.3810971605281035,0.8841346153846155
3,0.3067936932962192,0.9026589912280703,0.44788610579238997,0.8555822649572649
4,0.2746088652552939,0.9124177631578947,0.2937825198802683,0.9099893162393163
5,0.23207655384842502,0.9294773391812866,0.3811196153362592,0.8922008547008546
6,0.21096968959869916,0.9331414473684211,0.327260241119398,0.8983707264957265
7,0.1923637005537258,0.9411184210526315,0.27399753267980287,0.9260416666666667
8,0.18099850393145492,0.9435855263157895,0.23891734840969245,0.9374198717948719
9,0.17231738773468686,0.9472039473684211,0.2218890677102738,0.9348290598290598
10,0.15653582522155424,0.9523026315789473,0.23336019028599064,0.9362179487179487
11,0.15268103650550505,0.9523026315789473,0.21650447114888166,0.9432425213675213
12,0.14381292259112294,0.9540661549707603,0.24431057448188465,0.9336004273504274
13,0.1398333574780018,0.9576023391812866,0.22394095752388238,0.9420138888888889
14,0.13523115934436455,0.9584703947368421,0.23881429605599908,0.928659188034188
15,0.1165264512105894,0.9619608918128656,0.18429062307501834,0.9526976495726497
16,0.11979876795085147,0.9639802631578948,0.1744312385381717,0.9531517094017093
17,0.10983118372785515,0.9671052631578947,0.18739254424969357,0.9509615384615385
18,0.1100699309777395,0.9650493421052632,0.22778419634948174,0.9387286324786325
19,0.10549644936108962,0.9665296052631579,0.26521862534185253,0.9244123931623932
20,0.10239513816164905,0.9680921052631579,0.1842494748532772,0.9508814102564103
21,0.08516152538152374,0.9720394736842105,0.20215447314807938,0.9502670940170941
22,0.08075891396507168,0.9754111842105263,0.19928334971062012,0.9463675213675213
23,0.08199546415539533,0.9747532894736842,0.1654122282957865,0.95625
24,0.07636420018679928,0.9760690789473684,0.17930011113122518,0.957905982905983
25,0.07112642846171327,0.9791940789473684,0.19425793805470068,0.9506143162393162
26,0.0749413792172594,0.9761056286549709,0.18226901182335697,0.9582532051282052
27,0.07041507054129494,0.9783717105263158,0.17811078905102073,0.9608707264957265
28,0.0664888764933781,0.9791118421052631,0.15240177750949643,0.9617254273504274
29,0.0636549256138479,0.9810855263157895,0.18170617948441456,0.9602564102564102
30,0.06499675099227094,0.9788651315789474,0.17451712059167523,0.959909188034188
31,0.06785919427271246,0.9796875,0.16099470558886728,0.9628472222222222
32,0.06441366869073949,0.9803453947368421,0.18811366219177014,0.951655982905983
33,0.0627471846111707,0.9817434210526316,0.16315045980995313,0.9665865384615385
34,0.05938252110917299,0.9823190789473685,0.17915365324459143,0.9590277777777778
35,0.06530787893724138,0.9803453947368421,0.21904878370049927,0.9520833333333333
36,0.05865777699877263,0.9818256578947369,0.15274754060018395,0.9636485042735043
37,0.05756318171854793,0.9822368421052632,0.15612541446720973,0.966159188034188
38,0.0577237992850745,0.9828125,0.1557533558238194,0.9620726495726496
39,0.051754876426199,0.9841282894736842,0.19387086296919734,0.9630341880341879
40,0.05927394714530429,0.9819078947368421,0.1504291077144444,0.9637286324786325
41,0.03694569222254933,0.9874177631578948,0.17255115273356852,0.9693643162393163
42,0.04033463268148664,0.9875,0.19840699204230786,0.9614583333333333
43,0.04179087112740825,0.9879111842105263,0.17185517707710257,0.9664262820512821
44,0.04244451306662277,0.9874543128654971,0.16475074636594703,0.9697115384615386
45,0.0369339075507397,0.9876644736842105,0.19977019099363436,0.9579861111111111
46,0.041556941363868595,0.9871710526315789,0.18862602478669335,0.9620726495726496
47,0.03549654742005499,0.9884868421052632,0.17309224879718385,0.966159188034188
48,0.037923717899301615,0.9878289473684211,0.16440038580201669,0.9666666666666667
49,0.035315793604374784,0.9896381578947369,0.19050567012228486,0.9652777777777778
50,0.03458628282019881,0.9896747076023392,0.1555309635677582,0.9686698717948719
51,0.039556749418146575,0.9879934210526315,0.1616853705684965,0.9669337606837607
52,0.03528498561116928,0.9895559210526316,0.13839990686392412,0.9738782051282052
53,0.036613458946904806,0.9879111842105263,0.14334965251360296,0.9690972222222223
54,0.03676248105314842,0.9879934210526315,0.15213399671483785,0.9694711538461538
55,0.03251190913970755,0.9895559210526316,0.2011965038067299,0.9663194444444444
56,0.03469795686886707,0.9892269736842105,0.154678303035002,0.9736111111111111
57,0.03470823126968561,0.9896381578947369,0.15366256008338597,0.9717147435897435
58,0.03324693733051581,0.9886513157894737,0.18179454808899512,0.9673611111111111
59,0.03214917591155283,0.9890168128654971,0.17358567981476275,0.9677083333333333
60,0.031973979575114324,0.9891447368421052,0.1561734652082022,0.9684027777777777
61,0.026124750825858044,0.9917763157894737,0.16077478687899807,0.9693643162393163
62,0.02412301476142602,0.9916940789473684,0.1545413530628947,0.9743055555555555
63,0.02444306957976503,0.992516447368421,0.18515798299017155,0.9673611111111111
64,0.023211293663304166,0.9926809210526316,0.19606773513692638,0.9739583333333334
65,0.022348222800706266,0.991858552631579,0.16722347349601074,0.9714476495726496
66,0.025853209709600235,0.9912828947368421,0.1820862804791735,0.9745726495726497
67,0.024616113937339066,0.9921052631578947,0.16498552141161377,0.973530982905983
68,0.024826387130602406,0.9928453947368421,0.17326686401049504,0.9742254273504274
69,0.021520256031166547,0.9932565789473684,0.20002180803502495,0.9704861111111112
70,0.020326495437239158,0.9941611842105263,0.16216156897458456,0.9727564102564102
71,0.020883964217462466,0.993421052631579,0.2041422886634892,0.9710202991452991
72,0.019941882561536322,0.9933388157894737,0.14836079401106367,0.9746527777777778
73,0.022352449153432694,0.9931743421052631,0.17353587595862335,0.973530982905983
74,0.02088958821121579,0.9944901315789474,0.18103850848969563,0.9746527777777778
75,0.02173096414869992,0.9930921052631579,0.1522396538212585,0.9777777777777777
76,0.02278740985607089,0.9920230263157894,0.17624722991604358,0.9719017094017093
77,0.022666641569383885,0.9923519736842106,0.1987206818953079,0.96875
78,0.02106107342101974,0.9938322368421053,0.16056515780203173,0.973530982905983
