epoch,train_loss,train_acc,test_loss,test_acc
1,1.7909647769927979,0.3932173913043478,1.8074717644987435,0.37787356321839083
2,1.2905963826179505,0.5621739130434783,1.3775114807589302,0.5391522988505747
3,1.0357217817306519,0.6430652173913044,1.1542534602099452,0.6088362068965517
4,0.9274090194702148,0.6786630434782609,1.121214601500281,0.6497844827586207
5,0.7863134701251984,0.7318043478260869,0.8876263869219813,0.7051005747126438
6,0.7026473083496094,0.7624565217391304,0.859380461018661,0.706537356321839
7,0.6540149776935578,0.7719565217391304,0.8479677212649378,0.71875
8,0.624579484462738,0.7857065217391304,0.8242978042569654,0.7244971264367817
9,0.6178817224502563,0.7893586956521739,0.8131348100201837,0.7216235632183907
10,0.5806484534740448,0.8003695652173912,0.8091516833880852,0.7201867816091955
11,0.5708275821208953,0.805304347826087,0.8026767876641504,0.7298850574712644
12,0.5865338456630707,0.8011086956521739,0.7696297045411735,0.7323994252873562
13,0.5372664413452148,0.8186086956521739,0.7942067261399894,0.7266522988505748
14,0.519311340212822,0.8162173913043479,0.799326465047639,0.7223419540229885
15,0.4934252762794495,0.8256195652173912,0.7277155693235069,0.7467672413793104
16,0.4943528904914856,0.8259130434782609,0.7809020234593029,0.7579022988505748
17,0.49462071537971497,0.8252608695652174,0.770582004867751,0.764367816091954
18,0.46773786687850955,0.8379130434782609,0.7784356053533226,0.7413793103448276
19,0.4744723988771439,0.8292608695652174,0.8104793038861505,0.737787356321839
20,0.4610711315870285,0.8333586956521739,0.8034610892164296,0.7438936781609196
21,0.37474331372976305,0.8632065217391304,0.7304172947488982,0.7697557471264368
22,0.37296742498874663,0.8695108695652174,0.7251565995915182,0.7676005747126438
23,0.3654882686138153,0.8697065217391304,0.7472482673053084,0.7762212643678161
24,0.34758484745025636,0.8736086956521739,0.7280109730260126,0.7708333333333334
25,0.34511621433496475,0.876304347826087,0.690167316075029,0.7733477011494252
26,0.3282402389645577,0.8862608695652173,0.7090457107486396,0.7769396551724138
27,0.32754547345638274,0.8837065217391303,0.7174415989168759,0.7747844827586207
28,0.3184090364575386,0.8911086956521739,0.7431886021433205,0.7693965517241379
29,0.30700163316726686,0.8906086956521739,0.852292143065354,0.7464080459770115
30,0.31100681203603747,0.887554347826087,0.7359836009042017,0.7765804597701149
31,0.31270629197359084,0.890804347826087,0.7098954032207357,0.7747844827586207
32,0.29861853292584417,0.902054347826087,0.7417275093752762,0.7747844827586207
33,0.2851684401333332,0.90075,0.6987531329023426,0.8010057471264368
34,0.3015588792860508,0.8946086956521738,0.7195116065699478,0.7826867816091955
35,0.27994917654991147,0.9047608695652174,0.7822112399956276,0.7848419540229885
36,0.2684459809660912,0.9028586956521739,0.8294432399601772,0.7503591954022989
37,0.2787586307823658,0.89775,0.725985970476578,0.7902298850574713
38,0.27020147508382797,0.907304347826087,0.7216501133195286,0.7898706896551724
39,0.2415749297738075,0.9139565217391303,0.749536483966071,0.7952586206896551
40,0.27241808706521986,0.9081521739130435,0.7393198486032158,0.7769396551724138
41,0.22604055082798005,0.91575,0.7206652544695755,0.793462643678161
42,0.19903374023735523,0.9284021739130435,0.7747768189372688,0.7920258620689655
43,0.20024040788412095,0.9264565217391304,0.7427360749450224,0.7959770114942528
44,0.1889377498626709,0.9366521739130435,0.7783537352907246,0.7988505747126438
45,0.19135197204351426,0.931,0.7786791139635546,0.7880747126436782
46,0.19144766919314862,0.931054347826087,0.8127145584801148,0.8006465517241379
47,0.18594730769097806,0.9349565217391304,0.8055981161265537,0.7938218390804598
48,0.18724482956528662,0.9356521739130435,0.7706463686351118,0.8089080459770115
49,0.1850534183830023,0.9314021739130435,0.7588672761259407,0.800287356321839
50,0.1633959095776081,0.9421521739130435,0.8530155389473356,0.7938218390804598
51,0.16925209392607213,0.938804347826087,0.8227793800419775,0.7862787356321839
52,0.16771900591254235,0.938054347826087,0.8438380643211562,0.7873563218390804
53,0.16591067120432854,0.941,0.8858940812020466,0.7830459770114943
54,0.16477578125521541,0.941804347826087,0.8568910350059641,0.8013649425287356
55,0.15966924078762532,0.9429021739130435,0.8705498863910807,0.783764367816092
56,0.15710589704290032,0.946,0.8541544146578888,0.7826867816091955
57,0.15668818001449109,0.943054347826087,0.8658164246328945,0.7808908045977011
